Image,x1,y1,x2,y2,Label
L_10_05_16_DSC01159.JPG,1427,293,1461,341,4
L_10_05_16_DSC01159.JPG,1398,149,1426,201,4
L_10_05_16_DSC01159.JPG,1387,24,1419,78,4
L_10_05_16_DSC01204.JPG,2037,93,2107,141,1
L_10_05_16_DSC01205.JPG,1597,2081,1639,2151,1
L_10_05_16_DSC01207.JPG,4227,1617,4291,1672,1
L_10_05_16_DSC01209.JPG,2371,1440,2443,1478,1
L_10_05_16_DSC01216.JPG,472,1530,515,1583,5
L_10_05_16_DSC01217.JPG,156,3615,248,3667,5
L_10_05_16_DSC01222.JPG,3073,11,3114,56,1
L_10_05_16_DSC01223.JPG,3005,2247,3043,2310,1
L_10_05_16_DSC01230.JPG,1435,1708,1507,1755,1
L_10_05_16_DSC01230.JPG,1287,1813,1353,1852,1
L_10_05_16_DSC01230.JPG,631,1614,695,1673,1
L_10_05_16_DSC01231.JPG,1441,3835,1527,3876,1
L_10_05_16_DSC01231.JPG,1296,3934,1371,3971,1
L_10_05_16_DSC01231.JPG,621,3717,682,3770,1
L_10_05_16_DSC01236.JPG,5853,1403,5905,1482,1
L_10_05_16_DSC01262.JPG,1162,2050,1203,2118,1
L_10_05_16_DSC01290.JPG,1937,855,1981,907,1
L_10_05_16_DSC01291.JPG,1592,2671,1638,2721,1
L_10_05_16_DSC01294.JPG,831,474,885,523,3
L_10_05_16_DSC01295.JPG,5817,163,5853,197,3
L_10_05_16_DSC01295.JPG,1066,2534,1125,2580,3
L_10_05_16_DSC01296.JPG,4321,1920,4376,1965,3
L_10_05_16_DSC01296.JPG,5261,2253,5294,2279,3
L_10_05_16_DSC01296.JPG,5401,2445,5435,2502,3
L_10_05_16_DSC01296.JPG,703,3968,763,3997,3
L_10_05_16_DSC01311.JPG,2050,60,2084,103,3
L_10_05_16_DSC01312.JPG,2174,2006,2209,2053,3
L_10_05_16_DSC01352.JPG,1740,289,1761,330,4
L_10_05_16_DSC01352.JPG,1505,435,1527,460,4
L_10_05_16_DSC01353.JPG,1300,2078,1329,2122,4
L_10_05_16_DSC01353.JPG,1042,2198,1071,2225,4
L_10_05_16_DSC01370.JPG,4817,883,4834,927,4
L_10_05_16_DSC01370.JPG,4664,1067,4712,1084,4
L_10_05_16_DSC01370.JPG,4438,580,4465,612,4
L_10_05_16_DSC01371.JPG,4271,2915,4313,2938,4
L_10_05_16_DSC01371.JPG,4479,2721,4498,2765,4
L_10_05_16_DSC01371.JPG,4102,2449,4132,2484,4
L_10_05_16_DSC01384.JPG,4906,358,4949,374,4
L_10_05_16_DSC01384.JPG,4786,429,4823,473,4
L_10_05_16_DSC01385.JPG,3563,1993,3596,2013,4
L_10_05_16_DSC01385.JPG,3480,2066,3504,2104,4
L_10_05_16_DSC01391.JPG,3025,1448,3048,1511,5
L_10_05_16_DSC01392.JPG,2733,3128,2763,3201,5
L_10_05_16_DSC01480.JPG,4400,2199,4450,2218,4
L_10_05_16_DSC01484.JPG,290,731,332,785,3
L_10_05_16_DSC01485.JPG,855,2668,896,2714,3
L_10_05_16_DSC01488.JPG,3280,3418,3337,3447,3
L_10_05_16_DSC01488.JPG,5763,1442,5803,1488,3
L_10_05_16_DSC01491.JPG,3212,705,3278,737,3
L_10_05_16_DSC01492.JPG,3556,2727,3622,2773,3
L_10_05_16_DSC01493.JPG,4112,333,4171,386,3
L_10_05_16_DSC01494.JPG,4606,2448,4665,2497,3
L_10_05_16_DSC01496.JPG,3902,397,3955,440,3
L_10_05_16_DSC01497.JPG,4274,2734,4343,2773,3
L_10_05_16_DSC01504.JPG,2477,305,2542,346,3
L_10_05_16_DSC01505.JPG,2752,2438,2816,2465,3
L_10_05_16_DSC01505.JPG,4752,1322,4801,1387,3
L_10_05_16_DSC01506.JPG,4916,3593,4964,3652,3
L_10_05_16_DSC01506.JPG,5883,82,5968,131,3
L_10_05_16_DSC01507.JPG,5881,67,5962,108,3
L_10_05_16_DSC01507.JPG,5821,167,5870,233,3
L_10_05_16_DSC01508.JPG,5966,2807,5998,2835,3
L_10_05_16_DSC01508.JPG,5737,2618,5780,2670,3
L_10_05_16_DSC01508.JPG,5773,2527,5858,2555,3
L_10_05_16_DSC01508.JPG,5566,2381,5643,2406,3
L_10_05_16_DSC01508.JPG,5663,1675,5712,1736,3
L_10_05_16_DSC01508.JPG,5050,877,5086,931,3
L_10_05_16_DSC01508.JPG,5917,2845,5960,2882,3
L_10_05_16_DSC01509.JPG,5486,3006,5521,3056,3
L_10_05_16_DSC01509.JPG,2520,845,2560,871,3
L_10_05_16_DSC01509.JPG,2916,393,2968,428,3
L_10_05_16_DSC01509.JPG,2343,88,2378,132,3
L_10_05_16_DSC01509.JPG,1993,203,2031,267,3
L_10_05_16_DSC01510.JPG,3066,2892,3118,2921,3
L_10_05_16_DSC01510.JPG,2593,2338,2647,2378,3
L_10_05_16_DSC01510.JPG,2476,2527,2527,2561,3
L_10_05_16_DSC01510.JPG,2152,2631,2212,2668,3
L_10_05_16_DSC01510.JPG,580,1346,636,1397,3
L_10_05_16_DSC01510.JPG,1400,942,1451,998,3
L_10_05_16_DSC01510.JPG,586,531,635,576,3
L_10_05_16_DSC01510.JPG,470,278,518,347,3
L_10_05_16_DSC01510.JPG,225,296,290,333,3
L_10_05_16_DSC01510.JPG,23,267,71,327,3
L_10_05_16_DSC01510.JPG,2642,3348,2685,3381,3
L_10_05_16_DSC01511.JPG,1510,3086,1558,3128,3
L_10_05_16_DSC01511.JPG,728,3551,773,3606,3
L_10_05_16_DSC01511.JPG,698,2602,747,2650,3
L_10_05_16_DSC01511.JPG,600,2356,640,2407,3
L_10_05_16_DSC01511.JPG,352,2366,403,2395,3
L_10_05_16_DSC01511.JPG,157,2340,208,2390,3
L_10_05_16_DSC01511.JPG,36,2343,91,2392,3
L_10_05_16_DSC01511.JPG,4286,1375,4348,1416,3
L_10_05_16_DSC01512.JPG,4335,3180,4398,3215,3
L_10_05_16_DSC01525.JPG,3334,951,3379,1007,1
L_10_05_16_DSC01526.JPG,3598,3090,3644,3150,1
L_10_05_16_DSC01529.JPG,5028,108,5092,182,2
L_10_05_16_DSC01529.JPG,5005,146,5077,235,2
L_10_05_16_DSC01530.JPG,5478,2574,5539,2636,2
L_10_05_16_DSC01530.JPG,5450,2600,5524,2695,2
L_10_05_16_DSC01547.JPG,2256,2027,2303,2067,3
L_10_05_16_DSC01566.JPG,4948,1478,5025,1535,1
L_10_05_16_DSC01566.JPG,5733,2255,5788,2335,1
L_10_05_16_DSC01567.JPG,5606,3733,5701,3793,1
L_10_05_16_DSC01569.JPG,4274,1683,4336,1745,1
L_10_05_16_DSC01570.JPG,3873,1868,3934,1910,1
L_10_05_16_DSC01570.JPG,3700,1760,3761,1820,1
L_10_05_16_DSC01570.JPG,4006,1562,4035,1602,1
L_10_05_16_DSC01570.JPG,3992,1580,4055,1633,1
L_10_05_16_DSC01570.JPG,3867,1590,3936,1633,1
L_10_05_16_DSC01570.JPG,4615,842,4656,872,1
L_10_05_16_DSC01570.JPG,4611,804,4675,851,1
L_10_05_16_DSC01570.JPG,3671,410,3707,470,1
L_10_05_16_DSC01570.JPG,3637,415,3677,451,1
L_10_05_16_DSC01570.JPG,3584,510,3608,554,1
L_10_05_16_DSC01570.JPG,3534,488,3582,550,1
L_10_05_16_DSC01570.JPG,2322,838,2380,882,1
L_10_05_16_DSC01570.JPG,1613,1100,1650,1137,1
L_10_05_16_DSC01570.JPG,1595,1152,1635,1214,1
L_10_05_16_DSC01570.JPG,1282,855,1343,904,1
L_10_05_16_DSC01570.JPG,1320,195,1403,243,1
L_10_05_16_DSC01570.JPG,1358,268,1395,315,1
L_10_05_16_DSC01570.JPG,1277,288,1350,327,1
L_10_05_16_DSC01570.JPG,388,245,446,343,1
L_10_05_16_DSC01570.JPG,280,32,345,68,1
L_10_05_16_DSC01570.JPG,264,6,312,43,1
L_10_05_16_DSC01570.JPG,3481,172,3530,198,3
L_10_05_16_DSC01570.JPG,2837,194,2872,248,3
L_10_05_16_DSC01570.JPG,2558,4,2604,30,3
L_10_05_16_DSC01570.JPG,2178,410,2204,455,3
L_10_05_16_DSC01570.JPG,2118,927,2157,967,3
L_10_05_16_DSC01570.JPG,2022,904,2061,952,3
L_10_05_16_DSC01571.JPG,2688,452,2722,490,1
L_10_05_16_DSC01571.JPG,2648,410,2683,478,1
L_10_05_16_DSC01571.JPG,2570,387,2640,426,1
L_10_05_16_DSC01571.JPG,2538,421,2571,462,1
L_10_05_16_DSC01571.JPG,2592,922,2631,988,1
L_10_05_16_DSC01571.JPG,2541,957,2569,994,1
L_10_05_16_DSC01571.JPG,4165,1146,4210,1177,1
L_10_05_16_DSC01571.JPG,4196,1154,4264,1190,1
L_10_05_16_DSC01571.JPG,4293,1144,4343,1190,1
L_10_05_16_DSC01571.JPG,4320,1189,4359,1232,1
L_10_05_16_DSC01571.JPG,4445,1293,4481,1347,1
L_10_05_16_DSC01571.JPG,4002,1727,4045,1771,1
L_10_05_16_DSC01571.JPG,4032,1730,4093,1779,1
L_10_05_16_DSC01571.JPG,3616,2046,3672,2086,1
L_10_05_16_DSC01571.JPG,3146,1912,3198,1950,1
L_10_05_16_DSC01571.JPG,3006,1944,3055,2007,1
L_10_05_16_DSC01571.JPG,3031,2011,3092,2046,1
L_10_05_16_DSC01571.JPG,2962,1892,2993,1933,1
L_10_05_16_DSC01571.JPG,2889,1719,2934,1773,1
L_10_05_16_DSC01571.JPG,4558,2076,4595,2107,1
L_10_05_16_DSC01571.JPG,4755,2092,4801,2132,1
L_10_05_16_DSC01571.JPG,4817,2111,4863,2173,1
L_10_05_16_DSC01571.JPG,4812,2208,4858,2261,1
L_10_05_16_DSC01571.JPG,4903,2270,4941,2312,1
L_10_05_16_DSC01571.JPG,4617,2241,4668,2271,1
L_10_05_16_DSC01571.JPG,4586,2306,4634,2350,1
L_10_05_16_DSC01571.JPG,5448,2008,5488,2029,1
L_10_05_16_DSC01571.JPG,5476,2022,5511,2091,1
L_10_05_16_DSC01571.JPG,5473,2136,5545,2166,1
L_10_05_16_DSC01571.JPG,5571,2152,5624,2209,1
L_10_05_16_DSC01571.JPG,5441,2198,5502,2237,1
L_10_05_16_DSC01571.JPG,5484,2378,5557,2414,1
L_10_05_16_DSC01571.JPG,5746,2519,5788,2546,1
L_10_05_16_DSC01571.JPG,5724,2550,5763,2587,1
L_10_05_16_DSC01571.JPG,5989,2532,5999,2555,1
L_10_05_16_DSC01571.JPG,4821,3464,4883,3513,1
L_10_05_16_DSC01571.JPG,4824,3503,4862,3532,1
L_10_05_16_DSC01571.JPG,4155,3414,4201,3492,1
L_10_05_16_DSC01571.JPG,4073,3871,4101,3941,1
L_10_05_16_DSC01571.JPG,3460,3419,3502,3506,1
L_10_05_16_DSC01571.JPG,3761,3105,3806,3152,1
L_10_05_16_DSC01571.JPG,3819,3100,3844,3148,1
L_10_05_16_DSC01571.JPG,3878,3038,3919,3086,1
L_10_05_16_DSC01571.JPG,3902,3021,3947,3090,1
L_10_05_16_DSC01571.JPG,3532,2513,3593,2551,1
L_10_05_16_DSC01571.JPG,2874,2441,2897,2517,1
L_10_05_16_DSC01571.JPG,2801,2535,2845,2561,1
L_10_05_16_DSC01571.JPG,2515,3379,2562,3441,1
L_10_05_16_DSC01571.JPG,1764,3580,1797,3619,1
L_10_05_16_DSC01571.JPG,1739,3630,1778,3702,1
L_10_05_16_DSC01571.JPG,2195,3413,2232,3459,1
L_10_05_16_DSC01571.JPG,1533,2672,1598,2705,1
L_10_05_16_DSC01571.JPG,1555,2718,1591,2771,1
L_10_05_16_DSC01571.JPG,1471,2734,1539,2769,1
L_10_05_16_DSC01571.JPG,576,2682,629,2740,1
L_10_05_16_DSC01571.JPG,482,2403,528,2438,1
L_10_05_16_DSC01571.JPG,467,2452,575,2479,1
L_10_05_16_DSC01571.JPG,178,2187,206,2223,1
L_10_05_16_DSC01571.JPG,136,2183,172,2212,1
L_10_05_16_DSC01571.JPG,2489,2213,2528,2254,1
L_10_05_16_DSC01571.JPG,2164,2131,2203,2163,1
L_10_05_16_DSC01571.JPG,2421,2335,2461,2370,1
L_10_05_16_DSC01571.JPG,2385,2926,2413,2962,1
L_10_05_16_DSC01571.JPG,3017,2701,3060,2746,3
L_10_05_16_DSC01571.JPG,3731,2763,3775,2796,3
L_10_05_16_DSC01571.JPG,2293,3443,2330,3483,3
L_10_05_16_DSC01571.JPG,4738,1640,4807,1671,1
L_10_05_16_DSC01571.JPG,4679,1598,4730,1658,1
L_10_05_16_DSC01571.JPG,4646,1690,4711,1756,1
L_10_05_16_DSC01572.JPG,4900,3964,4934,3998,1
L_10_05_16_DSC01572.JPG,4765,3822,4808,3884,1
L_10_05_16_DSC01572.JPG,4716,3787,4791,3848,1
L_10_05_16_DSC01572.JPG,4617,3803,4712,3852,1
L_10_05_16_DSC01572.JPG,4597,3771,4649,3807,1
L_10_05_16_DSC01572.JPG,2975,3488,3019,3563,1
L_10_05_16_DSC01572.JPG,2922,3526,2955,3574,1
L_10_05_16_DSC01572.JPG,3085,3004,3122,3054,1
L_10_05_16_DSC01572.JPG,3046,2966,3081,3043,1
L_10_05_16_DSC01572.JPG,2956,2940,3040,2975,1
L_10_05_16_DSC01572.JPG,2934,2971,2964,3022,1
L_10_05_16_DSC01579.JPG,1714,506,1765,564,1
L_10_05_16_DSC01579.JPG,1683,507,1720,530,1
L_10_05_16_DSC01579.JPG,1599,366,1626,405,1
L_10_05_16_DSC01579.JPG,1575,372,1610,443,1
L_10_05_16_DSC01580.JPG,1052,3203,1100,3242,1
L_10_05_16_DSC01580.JPG,1033,3171,1084,3204,1
L_10_05_16_DSC01580.JPG,940,3037,969,3081,1
L_10_05_16_DSC01580.JPG,904,3061,942,3125,1
L_10_05_16_DSC01580.JPG,502,2460,549,2500,1
L_10_05_16_DSC01580.JPG,463,2423,516,2465,1
L_10_05_16_DSC01580.JPG,267,2462,327,2488,1
L_10_05_16_DSC01580.JPG,285,2439,318,2461,1
L_10_05_16_DSC01580.JPG,159,2344,204,2386,1
L_10_05_16_DSC01580.JPG,82,2326,172,2381,1
L_10_05_16_DSC01580.JPG,385,2695,437,2763,3
L_10_05_16_DSC01595.JPG,2200,1061,2233,1093,4
L_10_05_16_DSC01595.JPG,2132,988,2152,1032,4
L_10_05_16_DSC01595.JPG,2010,834,2032,866,4
L_10_05_16_DSC01596.JPG,3101,3280,3142,3313,4
L_10_05_16_DSC01596.JPG,3013,3480,3053,3513,4
L_10_05_16_DSC01596.JPG,3012,3575,3032,3616,4
L_10_05_16_DSC01629.JPG,1394,1228,1439,1286,3
L_10_05_16_DSC01630.JPG,1313,3172,1347,3233,3
L_10_05_16_DSC01633.JPG,5406,2055,5466,2113,3
L_10_05_16_DSC01636.JPG,5641,2940,5703,2975,4
L_10_05_16_DSC01637.JPG,451,2235,486,2285,4
L_10_05_16_DSC01643.JPG,2886,736,2923,782,4
L_10_05_16_DSC01644.JPG,2804,2493,2846,2536,4
L_10_05_16_DSC01651.JPG,3484,1501,3523,1530,3
L_10_05_16_DSC01652.JPG,3360,3170,3398,3211,3
L_10_05_16_DSC01656.JPG,2268,1124,2308,1162,3
L_10_05_16_DSC01656.JPG,2123,1148,2162,1192,3
L_10_05_16_DSC01657.JPG,2131,2944,2157,2971,3
L_10_05_16_DSC01657.JPG,1987,2966,2027,3017,3
L_10_05_16_DSC01666.JPG,640,611,682,646,3
L_10_05_16_DSC01666.JPG,370,111,398,146,3
L_10_05_16_DSC01667.JPG,2117,90,2143,132,3
L_10_05_16_DSC01667.JPG,2065,127,2089,166,3
L_10_05_16_DSC01667.JPG,1964,290,1995,329,3
L_10_05_16_DSC01667.JPG,1566,449,1602,485,3
L_10_05_16_DSC01667.JPG,1478,453,1522,492,3
L_10_05_16_DSC01667.JPG,1358,428,1400,464,3
L_10_05_16_DSC01667.JPG,1480,225,1514,265,3
L_10_05_16_DSC01667.JPG,1312,245,1343,287,3
L_10_05_16_DSC01667.JPG,1081,279,1114,312,3
L_10_05_16_DSC01667.JPG,402,217,429,264,3
L_10_05_16_DSC01667.JPG,376,699,402,738,3
L_10_05_16_DSC01667.JPG,332,684,358,715,3
L_10_05_16_DSC01667.JPG,405,1271,443,1320,3
L_10_05_16_DSC01667.JPG,394,1524,432,1553,3
L_10_05_16_DSC01667.JPG,510,1596,553,1623,3
L_10_05_16_DSC01667.JPG,1069,1189,1104,1213,3
L_10_05_16_DSC01667.JPG,1301,1274,1328,1319,3
L_10_05_16_DSC01667.JPG,1614,1399,1643,1440,3
L_10_05_16_DSC01667.JPG,1619,1631,1653,1677,3
L_10_05_16_DSC01667.JPG,1320,1686,1352,1719,3
L_10_05_16_DSC01667.JPG,1216,1498,1255,1515,3
L_10_05_16_DSC01667.JPG,943,1666,977,1705,3
L_10_05_16_DSC01667.JPG,318,1840,347,1876,3
L_10_05_16_DSC01667.JPG,580,2338,618,2368,3
L_10_05_16_DSC01668.JPG,1127,178,1161,213,3
L_10_05_16_DSC01668.JPG,680,420,733,456,3
L_10_05_16_DSC01668.JPG,605,420,657,456,3
L_10_05_16_DSC01668.JPG,312,368,353,416,3
L_10_05_16_DSC01668.JPG,241,508,312,541,3
L_10_05_16_DSC01668.JPG,303,832,351,860,3
L_10_05_16_DSC01668.JPG,1717,2000,1745,2051,3
L_10_05_16_DSC01668.JPG,1670,2041,1696,2087,3
L_10_05_16_DSC01668.JPG,1557,2227,1610,2245,3
L_10_05_16_DSC01668.JPG,1078,2160,1113,2206,3
L_10_05_16_DSC01668.JPG,910,2200,942,2232,3
L_10_05_16_DSC01668.JPG,671,2238,707,2272,3
L_10_05_16_DSC01668.JPG,972,2372,1013,2407,3
L_10_05_16_DSC01668.JPG,1096,2400,1137,2448,3
L_10_05_16_DSC01668.JPG,1182,2393,1223,2443,3
L_10_05_16_DSC01668.JPG,1316,3345,1347,3391,3
L_10_05_16_DSC01668.JPG,973,3231,1008,3278,3
L_10_05_16_DSC01668.JPG,723,3158,765,3185,3
L_10_05_16_DSC01668.JPG,1337,3581,1373,3626,3
L_10_05_16_DSC01668.JPG,905,3465,951,3492,3
L_10_05_16_DSC01668.JPG,1030,3652,1065,3692,3
L_10_05_16_DSC01668.JPG,626,3660,663,3706,3
L_10_05_16_DSC01668.JPG,146,3623,192,3648,3
L_10_05_16_DSC01668.JPG,8,3290,57,3338,3
L_10_05_16_DSC01668.JPG,10,3560,50,3586,3
L_10_05_16_DSC01669.JPG,664,536,743,587,3
L_10_05_16_DSC01669.JPG,627,709,689,749,3
L_10_05_16_DSC01669.JPG,870,1083,918,1112,3
L_10_05_16_DSC01669.JPG,863,1242,929,1278,3
L_10_05_16_DSC01669.JPG,1222,1358,1272,1381,3
L_10_05_16_DSC01669.JPG,1618,1422,1659,1456,3
L_10_05_16_DSC01669.JPG,1509,1483,1567,1508,3
L_10_05_16_DSC01669.JPG,1460,1562,1487,1618,3
L_10_05_16_DSC01669.JPG,2763,538,2799,587,3
L_10_05_16_DSC01669.JPG,3270,110,3311,148,3
L_10_05_16_DSC01669.JPG,3739,618,3788,648,3
L_10_05_16_DSC01669.JPG,5283,462,5354,482,3
L_10_05_16_DSC01669.JPG,5415,628,5457,665,3
L_10_05_16_DSC01669.JPG,5715,788,5756,835,3
L_10_05_16_DSC01669.JPG,5402,814,5435,860,3
L_10_05_16_DSC01669.JPG,5636,1039,5691,1087,3
L_10_05_16_DSC01669.JPG,5505,1122,5567,1158,3
L_10_05_16_DSC01669.JPG,5243,1487,5316,1511,4
L_10_05_16_DSC01669.JPG,4510,1468,4573,1498,4
L_10_05_16_DSC01669.JPG,4622,3208,4694,3240,3
L_10_05_16_DSC01669.JPG,127,2592,196,2618,3
L_10_05_16_DSC01669.JPG,121,2271,180,2302,3
L_10_05_16_DSC01669.JPG,188,2110,230,2159,3
L_10_05_16_DSC01669.JPG,556,2203,606,2235,3
L_10_05_16_DSC01669.JPG,486,2195,538,2236,3
L_10_05_16_DSC01669.JPG,1024,1973,1059,2009,3
L_10_05_16_DSC01669.JPG,1526,3873,1556,3930,3
L_10_05_16_DSC01669.JPG,1474,3914,1505,3961,3
L_10_05_16_DSC01670.JPG,4348,3793,4403,3845,4
L_10_05_16_DSC01670.JPG,5528,3438,5586,3500,3
L_10_05_16_DSC01670.JPG,5672,3382,5737,3433,3
L_10_05_16_DSC01670.JPG,5777,3130,5823,3190,3
L_10_05_16_DSC01670.JPG,5457,3138,5488,3196,3
L_10_05_16_DSC01670.JPG,5436,2948,5502,2985,3
L_10_05_16_DSC01670.JPG,5328,2755,5391,2791,3
L_10_05_16_DSC01670.JPG,3722,2812,3777,2852,3
L_10_05_16_DSC01670.JPG,2710,2673,2761,2697,3
L_10_05_16_DSC01670.JPG,3270,2257,3316,2303,3
L_10_05_16_DSC01670.JPG,4048,2140,4078,2202,3
L_10_05_16_DSC01670.JPG,2657,1747,2680,1790,3
L_10_05_16_DSC01670.JPG,2526,1866,2568,1925,3
L_10_05_16_DSC01670.JPG,2517,1943,2557,2002,3
L_10_05_16_DSC01670.JPG,2208,1907,2257,1936,3
L_10_05_16_DSC01670.JPG,2152,1600,2173,1650,3
L_10_05_16_DSC01670.JPG,1020,1010,1061,1033,3
L_10_05_16_DSC01670.JPG,888,993,923,1018,3
L_10_05_16_DSC01670.JPG,0,1093,58,1125,3
L_10_05_16_DSC01670.JPG,133,1333,176,1366,3
L_10_05_16_DSC01670.JPG,687,2506,741,2541,3
L_10_05_16_DSC01670.JPG,542,2725,597,2763,3
L_10_05_16_DSC01670.JPG,816,3047,877,3085,3
L_10_05_16_DSC01670.JPG,670,3233,748,3257,3
L_10_05_16_DSC01670.JPG,1132,3347,1203,3377,3
L_10_05_16_DSC01670.JPG,1551,3440,1577,3488,3
L_10_05_16_DSC01670.JPG,1345,3503,1410,3535,3
L_10_05_16_DSC01670.JPG,1357,3588,1411,3650,3
L_10_05_16_DSC01670.JPG,910,3958,936,3999,3
L_10_05_16_DSC01671.JPG,2318,3905,2346,3955,3
L_10_05_16_DSC01671.JPG,2162,3920,2190,3976,3
L_10_05_16_DSC01671.JPG,1762,3746,1802,3801,3
L_10_05_16_DSC01671.JPG,543,3195,597,3230,3
L_10_05_16_DSC01671.JPG,402,3187,450,3212,3
L_10_05_16_DSC01672.JPG,429,3450,484,3485,3
L_10_05_16_DSC01672.JPG,1,2137,43,2163,3
L_10_05_16_DSC01672.JPG,662,502,697,542,3
L_10_05_16_DSC01672.JPG,552,515,599,540,3
L_10_05_16_DSC01672.JPG,447,507,501,548,3
L_10_05_16_DSC01672.JPG,376,548,410,581,3
L_10_05_16_DSC01672.JPG,294,508,331,565,3
L_10_05_16_DSC01727.JPG,655,1726,732,1792,5
L_10_05_16_DSC01760.JPG,3277,1256,3338,1297,5
L_10_05_16_DSC01760.JPG,3196,1120,3238,1186,5
L_10_05_16_DSC01760.JPG,2910,975,2941,1026,5
L_10_05_16_DSC01760.JPG,2360,280,2411,325,5
L_10_05_16_DSC01760.JPG,1843,51,1902,121,5
L_10_05_16_DSC01760.JPG,1785,116,1816,167,5
L_10_05_16_DSC01760.JPG,1518,53,1572,116,5
L_10_05_16_DSC01761.JPG,3375,3391,3432,3445,5
L_10_05_16_DSC01761.JPG,3305,3240,3343,3301,5
L_10_05_16_DSC01761.JPG,3034,3028,3076,3096,5
L_10_05_16_DSC01761.JPG,2578,2228,2627,2276,5
L_10_05_16_DSC01761.JPG,2067,1964,2117,2022,5
L_10_05_16_DSC01761.JPG,2022,1967,2058,2026,5
L_10_05_16_DSC01761.JPG,1992,1754,2051,1805,5
L_10_05_16_DSC01761.JPG,1772,1874,1822,1938,5
L_10_05_16_DSC01761.JPG,1848,1580,1902,1645,5
L_10_05_16_DSC01761.JPG,2631,1922,2669,1940,4
L_10_05_16_DSC01761.JPG,2596,1927,2629,1940,4
L_10_05_16_DSC01761.JPG,2588,1913,2628,1929,4
L_10_05_16_DSC01761.JPG,1930,1403,1973,1478,5
L_10_05_16_DSC01762.JPG,1746,3695,1795,3756,5
L_10_05_16_DSC01762.JPG,1684,3874,1726,3952,5
L_11_05_16_DSC01040.JPG,3785,1298,3870,1346,2
L_11_05_16_DSC01040.JPG,3341,1277,3417,1358,2
L_11_05_16_DSC01040.JPG,3277,1339,3371,1383,2
L_11_05_16_DSC01040.JPG,3033,1479,3073,1573,2
L_11_05_16_DSC01040.JPG,1204,1193,1306,1239,2
L_11_05_16_DSC01040.JPG,589,1865,667,1889,2
L_11_05_16_DSC01040.JPG,731,2582,825,2638,2
L_11_05_16_DSC01041.JPG,5928,2163,5997,2225,2
L_11_05_16_DSC01041.JPG,5663,1687,5747,1763,2
L_11_05_16_DSC01041.JPG,5106,1671,5178,1730,2
L_11_05_16_DSC01041.JPG,3637,3467,3727,3524,2
L_11_05_16_DSC01041.JPG,3193,3427,3271,3523,2
L_11_05_16_DSC01041.JPG,3139,3489,3227,3551,2
L_11_05_16_DSC01041.JPG,2886,3616,2924,3731,2
L_11_05_16_DSC01041.JPG,1196,3296,1304,3348,2
L_11_05_16_DSC01041.JPG,469,3957,567,3993,2
L_11_05_16_DSC01042.JPG,5106,3378,5176,3438,2
L_11_05_16_DSC01042.JPG,5651,3387,5740,3451,2
L_11_05_16_DSC01058.JPG,3178,263,3251,349,2
L_11_05_16_DSC01058.JPG,3139,345,3196,376,2
L_11_05_16_DSC01058.JPG,3394,298,3436,384,2
L_11_05_16_DSC01058.JPG,3165,588,3202,666,2
L_11_05_16_DSC01058.JPG,3236,738,3326,774,2
L_11_05_16_DSC01058.JPG,3222,735,3249,778,2
L_11_05_16_DSC01058.JPG,3382,630,3433,713,2
L_11_05_16_DSC01058.JPG,3339,680,3386,704,2
L_11_05_16_DSC01058.JPG,3516,783,3617,828,2
L_11_05_16_DSC01058.JPG,5633,235,5703,290,2
L_11_05_16_DSC01058.JPG,5851,376,5920,442,2
L_11_05_16_DSC01058.JPG,5800,879,5896,939,2
L_11_05_16_DSC01058.JPG,5274,1008,5359,1067,2
L_11_05_16_DSC01058.JPG,5604,1266,5705,1302,2
L_11_05_16_DSC01058.JPG,5005,1292,5072,1348,2
L_11_05_16_DSC01058.JPG,5082,1453,5179,1508,2
L_11_05_16_DSC01058.JPG,4747,1524,4790,1595,2
L_11_05_16_DSC01058.JPG,4835,1567,4931,1643,2
L_11_05_16_DSC01058.JPG,4606,1814,4662,1924,2
L_11_05_16_DSC01058.JPG,4902,1970,4980,2027,2
L_11_05_16_DSC01058.JPG,5121,1909,5209,1955,2
L_11_05_16_DSC01059.JPG,3405,977,3460,1044,2
L_11_05_16_DSC01059.JPG,3310,966,3374,1059,2
L_11_05_16_DSC01059.JPG,3434,2770,3470,2867,2
L_11_05_16_DSC01059.JPG,3222,2777,3309,2830,2
L_11_05_16_DSC01059.JPG,3181,2795,3227,2837,2
L_11_05_16_DSC01059.JPG,3187,3048,3240,3125,2
L_11_05_16_DSC01059.JPG,3228,3190,3323,3242,2
L_11_05_16_DSC01059.JPG,3353,3148,3400,3171,2
L_11_05_16_DSC01059.JPG,3396,3099,3446,3187,2
L_11_05_16_DSC01059.JPG,3528,3261,3616,3318,2
L_11_05_16_DSC01059.JPG,5944,2516,5998,2559,2
L_11_05_16_DSC01059.JPG,5619,2941,5694,3004,2
L_11_05_16_DSC01059.JPG,5831,3091,5896,3165,2
L_11_05_16_DSC01059.JPG,5801,3583,5858,3656,2
L_11_05_16_DSC01059.JPG,5244,3637,5332,3726,2
L_11_05_16_DSC01059.JPG,5579,3939,5677,3989,2
L_11_05_16_DSC01059.JPG,4957,3880,5029,3950,2
L_11_05_16_DSC01059.JPG,4799,862,4887,934,2
L_11_05_16_DSC01059.JPG,4932,827,5006,873,2
L_11_05_16_DSC01059.JPG,5505,797,5557,876,2
